district_number,district_name,school_number,school_name,year,subgroup,english_avg,math_avg,reading_avg,science_avg,act_composite_avg,percent_21_orhigher,percent_met_crb_english,percent_met_crb_math,percent_met_crb_reading,percent_met_crb_science,percent_met_all4_crb,avg_composite_baseline_year,avg_composite_previous,percent_21_orhigher_baseline_year,percent_21_orhigher_previous
710,Putnam County School System,37,Cookeville High School,2017,All Students,21.4,21.4,22.6,21.9,22,,72,47,55.2,43.6,32,,,,
710,Putnam County School System,37,Cookeville High School,2017,Black/Hispanic/Native,18.1,19.1,20.3,20.3,19.7,,52.3,30.8,38.5,33.8,16.9,,,,
710,Putnam County School System,37,Cookeville High School,2017,Economically Disadvantaged,18.3,19.2,20.1,19.8,19.5,,52.7,30.4,40.2,27.7,16.1,,,,
710,Putnam County School System,37,Cookeville High School,2017,English Learners,12,14.6,14.9,17,*,,*,*,*,*,*,,,,
710,Putnam County School System,37,Cookeville High School,2017,Super Subgroup,18.2,19.1,20,19.7,19.4,,52.4,31,39.3,26.8,16.7,,,,
710,Putnam County School System,37,Cookeville High School,2017,Students with Disabilities,15,15.9,16.7,16.3,16.1,,27.3,6.8,18.2,9.1,**,,,,
710,Putnam County School System,50,Jere Whitson Elementary,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,50,Jere Whitson Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,50,Jere Whitson Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,50,Jere Whitson Elementary,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,50,Jere Whitson Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
710,Putnam County School System,55,Monterey High School,2017,All Students,17.2,19.8,18.2,19,18.7,,46.8,42.9,29.9,19.5,11.7,,,,
710,Putnam County School System,55,Monterey High School,2017,Black/Hispanic/Native,15.6,17.9,16.3,17.4,16.9,,33.3,16.7,16.7,11.1,11.1,,,,
710,Putnam County School System,55,Monterey High School,2017,Economically Disadvantaged,17.5,19.2,17.6,18.5,18.3,,50,33.3,23.3,16.7,10,,,,
710,Putnam County School System,55,Monterey High School,2017,English Learners,12.3,16,14.1,16.1,*,,*,*,*,*,*,,,,
710,Putnam County School System,55,Monterey High School,2017,Super Subgroup,16.4,18.8,17,17.9,17.7,,41.3,30.4,21.7,13,8.7,,,,
710,Putnam County School System,55,Monterey High School,2017,Students with Disabilities,12.1,16.1,14.4,15.5,14.6,,12.5,12.5,12.5,**,**,,,,
710,Putnam County School System,57,Northeast Elementary,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,57,Northeast Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,57,Northeast Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,57,Northeast Elementary,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,57,Northeast Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
710,Putnam County School System,60,Park View Elementary,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,60,Park View Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,60,Park View Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,60,Park View Elementary,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,60,Park View Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
710,Putnam County School System,65,Avery Trace Middle School,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,65,Avery Trace Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,65,Avery Trace Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,65,Avery Trace Middle School,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,65,Avery Trace Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
710,Putnam County School System,70,Sycamore Elementary,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,70,Sycamore Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,70,Sycamore Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,70,Sycamore Elementary,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,70,Sycamore Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
710,Putnam County School System,90,Upperman High School,2017,All Students,18.8,19.7,20.3,20,19.9,,59.6,32.3,41,27.3,14.9,,,,
710,Putnam County School System,90,Upperman High School,2017,Black/Hispanic/Native,18.9,19,22.9,20.3,*,,*,*,*,*,*,,,,
710,Putnam County School System,90,Upperman High School,2017,Economically Disadvantaged,18.5,19,19.6,19.1,19.2,,64.2,26.4,35.8,18.9,5.7,,,,
710,Putnam County School System,90,Upperman High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
710,Putnam County School System,90,Upperman High School,2017,Super Subgroup,17.4,18.4,18.8,18.4,18.4,,52.8,22.2,29.2,15.3,5.6,,,,
710,Putnam County School System,90,Upperman High School,2017,Students with Disabilities,13.6,16.1,14.9,15.8,15.3,,10.7,**,7.1,**,**,,,,
710,Putnam County School System,95,Prescott South Elementary,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,95,Prescott South Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,95,Prescott South Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,95,Prescott South Elementary,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,95,Prescott South Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
710,Putnam County School System,100,Prescott South Middle School,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,100,Prescott South Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,100,Prescott South Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,100,Prescott South Middle School,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,100,Prescott South Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
710,Putnam County School System,110,Upperman Middle School,2017,All Students,,,,,,,,,,,,,,,
710,Putnam County School System,110,Upperman Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
710,Putnam County School System,110,Upperman Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
710,Putnam County School System,110,Upperman Middle School,2017,English Learners,,,,,,,,,,,,,,,
710,Putnam County School System,110,Upperman Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
720,Rhea County Schools,0,,2017,All Students,17.4,18.4,19.1,19.2,18.6,,47.4,23.1,30.5,19.8,11,,,,
720,Rhea County Schools,0,,2017,Black/Hispanic/Native,15.3,16.8,17.4,18.2,17.1,,41.7,12.5,29.2,8.3,**,,,,
720,Rhea County Schools,0,,2017,Economically Disadvantaged,15.8,17.1,17.6,17.9,17.2,,34,11.8,20.8,11.1,3.5,,,,
720,Rhea County Schools,0,,2017,English Learners,10,16,12.7,18,*,,*,*,*,*,*,,,,
720,Rhea County Schools,0,,2017,Super Subgroup,15.7,17,17.5,17.8,17.1,,33.5,11,20.6,11,3.2,,,,
720,Rhea County Schools,0,,2017,Students with Disabilities,11.2,14.4,13.6,14.6,13.5,,**,**,**,**,**,,,,
720,Rhea County Schools,10,Frazier Elementary,2017,All Students,,,,,,,,,,,,,,,
720,Rhea County Schools,10,Frazier Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
720,Rhea County Schools,10,Frazier Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
720,Rhea County Schools,10,Frazier Elementary,2017,English Learners,,,,,,,,,,,,,,,
720,Rhea County Schools,10,Frazier Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
720,Rhea County Schools,20,Graysville Elementary School,2017,All Students,,,,,,,,,,,,,,,
720,Rhea County Schools,20,Graysville Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
720,Rhea County Schools,20,Graysville Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
720,Rhea County Schools,20,Graysville Elementary School,2017,English Learners,,,,,,,,,,,,,,,
720,Rhea County Schools,20,Graysville Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
720,Rhea County Schools,32,Rhea County High School,2017,All Students,17.4,18.4,19.1,19.2,18.6,,47.4,23.1,30.5,19.8,11,,,,
720,Rhea County Schools,32,Rhea County High School,2017,Black/Hispanic/Native,15.3,16.8,17.4,18.2,17.1,,41.7,12.5,29.2,8.3,**,,,,
720,Rhea County Schools,32,Rhea County High School,2017,Economically Disadvantaged,15.8,17.1,17.6,17.9,17.2,,34,11.8,20.8,11.1,**,,,,
720,Rhea County Schools,32,Rhea County High School,2017,English Learners,10,16,12.7,18,*,,*,*,*,*,*,,,,
720,Rhea County Schools,32,Rhea County High School,2017,Super Subgroup,15.7,17,17.5,17.8,17.1,,33.5,11,20.6,11,**,,,,
720,Rhea County Schools,32,Rhea County High School,2017,Students with Disabilities,11.2,14.4,13.6,14.6,13.5,,**,**,**,**,**,,,,
720,Rhea County Schools,40,Spring City Elementary,2017,All Students,,,,,,,,,,,,,,,
720,Rhea County Schools,40,Spring City Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
720,Rhea County Schools,40,Spring City Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
720,Rhea County Schools,40,Spring City Elementary,2017,English Learners,,,,,,,,,,,,,,,
720,Rhea County Schools,40,Spring City Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
720,Rhea County Schools,50,Spring City Middle School,2017,All Students,,,,,,,,,,,,,,,
720,Rhea County Schools,50,Spring City Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
720,Rhea County Schools,50,Spring City Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
720,Rhea County Schools,50,Spring City Middle School,2017,English Learners,,,,,,,,,,,,,,,
720,Rhea County Schools,50,Spring City Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
720,Rhea County Schools,65,Rhea Central Elementary,2017,All Students,,,,,,,,,,,,,,,
720,Rhea County Schools,65,Rhea Central Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
720,Rhea County Schools,65,Rhea Central Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
720,Rhea County Schools,65,Rhea Central Elementary,2017,English Learners,,,,,,,,,,,,,,,
720,Rhea County Schools,65,Rhea Central Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
720,Rhea County Schools,70,Rhea Middle School,2017,All Students,,,,,,,,,,,,,,,
720,Rhea County Schools,70,Rhea Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
720,Rhea County Schools,70,Rhea Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
720,Rhea County Schools,70,Rhea Middle School,2017,English Learners,,,,,,,,,,,,,,,
720,Rhea County Schools,70,Rhea Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
721,Dayton City School,0,,2017,All Students,,,,,,,,,,,,,,,
721,Dayton City School,0,,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
721,Dayton City School,0,,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
721,Dayton City School,0,,2017,English Learners,,,,,,,,,,,,,,,
721,Dayton City School,0,,2017,Students with Disabilities,,,,,,,,,,,,,,,
721,Dayton City School,5,Dayton City Elementary,2017,All Students,,,,,,,,,,,,,,,
721,Dayton City School,5,Dayton City Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
721,Dayton City School,5,Dayton City Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
721,Dayton City School,5,Dayton City Elementary,2017,English Learners,,,,,,,,,,,,,,,
721,Dayton City School,5,Dayton City Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,0,,2017,All Students,18.8,19.5,19.9,20.2,19.7,,53.1,31.9,37.5,29.3,19.3,,,,
730,Roane County Schools,0,,2017,Black/Hispanic/Native,17.3,18,18.1,19.2,18.3,,38.5,23.1,23.1,17.9,10.3,,,,
730,Roane County Schools,0,,2017,Economically Disadvantaged,16.6,17.9,17.7,18.5,17.8,,36.6,17.6,23.5,16.3,8.5,,,,
730,Roane County Schools,0,,2017,English Learners,16,16,13,17,*,,*,*,*,*,*,,,,
730,Roane County Schools,0,,2017,Super Subgroup,16.2,17.6,17.4,18.2,17.5,,33.2,15.8,21.1,14.2,7.9,,,,
730,Roane County Schools,0,,2017,Students with Disabilities,12.5,15.4,13.7,14.8,14.3,,10.6,**,2.1,**,**,,,,
730,Roane County Schools,5,Cherokee Middle School,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,5,Cherokee Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,5,Cherokee Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,5,Cherokee Middle School,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,5,Cherokee Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,14,Harriman Middle School,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,14,Harriman Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,14,Harriman Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,14,Harriman Middle School,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,14,Harriman Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,15,Harriman High School,2017,All Students,18.2,19,19.3,20,19.3,,44.7,27.6,28.9,25,15.8,,,,
730,Roane County Schools,15,Harriman High School,2017,Black/Hispanic/Native,17.9,18.3,19,19.9,19,,50,18.2,22.7,18.2,9.1,,,,
730,Roane County Schools,15,Harriman High School,2017,Economically Disadvantaged,17.1,18.4,18.1,19.6,18.6,,40,20,22.5,20,10,,,,
730,Roane County Schools,15,Harriman High School,2017,English Learners,16,16,13,17,*,,*,*,*,*,*,,,,
730,Roane County Schools,15,Harriman High School,2017,Super Subgroup,16.9,18.1,18.1,19.2,18.3,,38.3,17,19.1,17,8.5,,,,
730,Roane County Schools,15,Harriman High School,2017,Students with Disabilities,13.4,15.9,14.1,15.6,*,,*,*,*,*,*,,,,
730,Roane County Schools,28,Bowers Elementary,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,28,Bowers Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,28,Bowers Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,28,Bowers Elementary,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,28,Bowers Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,35,Kingston Elementary,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,35,Kingston Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,35,Kingston Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,35,Kingston Elementary,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,35,Kingston Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,45,Midtown Elementary,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,45,Midtown Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,45,Midtown Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,45,Midtown Elementary,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,45,Midtown Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,47,Midway Elementary,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,47,Midway Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,47,Midway Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,47,Midway Elementary,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,47,Midway Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,48,Midway Middle School,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,48,Midway Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,48,Midway Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,48,Midway Middle School,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,48,Midway Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,50,Midway High School,2017,All Students,18,20.4,19.5,20.6,19.7,,50.8,39.7,38.1,33.3,20.6,,,,
730,Roane County Schools,50,Midway High School,2017,Black/Hispanic/Native,14,18,16.8,18,*,,*,*,*,*,*,,,,
730,Roane County Schools,50,Midway High School,2017,Economically Disadvantaged,16.3,17.6,17,19.2,17.8,,37.5,6.3,25,18.8,**,,,,
730,Roane County Schools,50,Midway High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
730,Roane County Schools,50,Midway High School,2017,Super Subgroup,15,17.4,15.8,17.7,16.6,,27.3,9.1,18.2,13.6,**,,,,
730,Roane County Schools,50,Midway High School,2017,Students with Disabilities,10.4,15.9,11,12.1,*,,*,*,*,*,*,,,,
730,Roane County Schools,60,Oliver Springs Middle,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,60,Oliver Springs Middle,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,60,Oliver Springs Middle,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,60,Oliver Springs Middle,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,60,Oliver Springs Middle,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,65,Oliver Springs High School,2017,All Students,18.3,18.5,19.8,19.8,19.2,,51.5,25,32.4,29.4,16.2,,,,
730,Roane County Schools,65,Oliver Springs High School,2017,Black/Hispanic/Native,32,26,34,28,*,,*,*,*,*,*,,,,
730,Roane County Schools,65,Oliver Springs High School,2017,Economically Disadvantaged,15.8,17.1,18.5,18.4,17.5,,30,15,25,20,10,,,,
730,Roane County Schools,65,Oliver Springs High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
730,Roane County Schools,65,Oliver Springs High School,2017,Super Subgroup,16,17,18.9,18.5,17.7,,26.9,15.4,23.1,19.2,11.5,,,,
730,Roane County Schools,65,Oliver Springs High School,2017,Students with Disabilities,12.3,15,16.3,15.8,14.9,,**,**,**,**,**,,,,
730,Roane County Schools,77,Ridge View Elementary,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,77,Ridge View Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,77,Ridge View Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,77,Ridge View Elementary,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,77,Ridge View Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,80,Roane County High School,2017,All Students,20.5,20.6,21.6,21.3,21.2,,63.8,40.8,50.7,39.5,28.3,,,,
730,Roane County Schools,80,Roane County High School,2017,Black/Hispanic/Native,17.8,18.2,18.7,19.3,*,,*,*,*,*,*,,,,
730,Roane County Schools,80,Roane County High School,2017,Economically Disadvantaged,18,19.2,19.3,18.8,18.9,,46.9,28.1,34.4,18.8,12.5,,,,
730,Roane County Schools,80,Roane County High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
730,Roane County Schools,80,Roane County High School,2017,Super Subgroup,17,18.1,18.4,18.2,18,,40.4,21.3,29.8,14.9,10.6,,,,
730,Roane County Schools,80,Roane County High School,2017,Students with Disabilities,13.4,15.5,13.9,14.9,14.5,,17.6,**,5.9,**,**,,,,
730,Roane County Schools,81,Midtown Educational Center,2017,All Students,14.4,16.6,14.2,16.1,15.5,,15.8,15.8,5.3,5.3,**,,,,
730,Roane County Schools,81,Midtown Educational Center,2017,Black/Hispanic/Native,14,18,12,17,*,,*,*,*,*,*,,,,
730,Roane County Schools,81,Midtown Educational Center,2017,Economically Disadvantaged,14,16.8,14.4,16.4,15.6,,14.3,14.3,7.1,7.1,**,,,,
730,Roane County Schools,81,Midtown Educational Center,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
730,Roane County Schools,81,Midtown Educational Center,2017,Super Subgroup,13.8,16.6,14.1,16.3,15.4,,13.3,13.3,6.7,6.7,**,,,,
730,Roane County Schools,81,Midtown Educational Center,2017,Students with Disabilities,10.5,15.5,11.5,15.5,*,,*,*,*,*,*,,,,
730,Roane County Schools,85,Rockwood High School,2017,All Students,18.2,18.8,19.2,19.3,19,,52.8,23.6,32.6,18,12.4,,,,
730,Roane County Schools,85,Rockwood High School,2017,Black/Hispanic/Native,14.3,14.5,12.3,15.5,*,,*,*,*,*,*,,,,
730,Roane County Schools,85,Rockwood High School,2017,Economically Disadvantaged,16.3,17.1,16.6,17.6,17,,35.5,12.9,19.4,9.7,9.7,,,,
730,Roane County Schools,85,Rockwood High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
730,Roane County Schools,85,Rockwood High School,2017,Super Subgroup,16.2,17,16.4,17.5,16.9,,33.3,12.1,18.2,9.1,9.1,,,,
730,Roane County Schools,85,Rockwood High School,2017,Students with Disabilities,11.7,13.7,10.3,14.3,*,,*,*,*,*,*,,,,
730,Roane County Schools,90,Rockwood Middle School,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,90,Rockwood Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,90,Rockwood Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,90,Rockwood Middle School,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,90,Rockwood Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
730,Roane County Schools,95,Dyllis Springs Elementary,2017,All Students,,,,,,,,,,,,,,,
730,Roane County Schools,95,Dyllis Springs Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
730,Roane County Schools,95,Dyllis Springs Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
730,Roane County Schools,95,Dyllis Springs Elementary,2017,English Learners,,,,,,,,,,,,,,,
730,Roane County Schools,95,Dyllis Springs Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
740,Robertson County Schools,0,,2017,All Students,19.1,19.5,20.2,20.1,19.9,,57.7,30.6,38.7,29.4,17.7,,,,
740,Robertson County Schools,0,,2017,Black/Hispanic/Native,15.7,17.5,17.4,18,17.3,,32.1,12.7,21.6,13.4,4.5,,,,
740,Robertson County Schools,0,,2017,Economically Disadvantaged,15.9,17.4,17.2,17.9,17.3,,34.6,12.8,19,13.4,6.1,,,,
740,Robertson County Schools,0,,2017,English Learners,11.6,14.3,13.6,15.5,13.9,,6.3,**,**,12.5,**,,,,
740,Robertson County Schools,0,,2017,Super Subgroup,15.8,17.4,17.2,18,17.3,,32.9,12.4,20.1,13.8,5.4,,,,
740,Robertson County Schools,0,,2017,Students with Disabilities,13,15.9,14.8,16.3,15.1,,10.1,5.1,7.1,8.1,1,,,,
740,Robertson County Schools,15,Crestview Elementary School,2017,All Students,,,,,,,,,,,,,,,
740,Robertson County Schools,15,Crestview Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
740,Robertson County Schools,15,Crestview Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
740,Robertson County Schools,15,Crestview Elementary School,2017,English Learners,,,,,,,,,,,,,,,
740,Robertson County Schools,15,Crestview Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
740,Robertson County Schools,20,Cheatham Park Elementary,2017,All Students,,,,,,,,,,,,,,,
740,Robertson County Schools,20,Cheatham Park Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
740,Robertson County Schools,20,Cheatham Park Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
740,Robertson County Schools,20,Cheatham Park Elementary,2017,English Learners,,,,,,,,,,,,,,,
740,Robertson County Schools,20,Cheatham Park Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
740,Robertson County Schools,25,Coopertown Elementary,2017,All Students,,,,,,,,,,,,,,,
740,Robertson County Schools,25,Coopertown Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
740,Robertson County Schools,25,Coopertown Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
740,Robertson County Schools,25,Coopertown Elementary,2017,English Learners,,,,,,,,,,,,,,,
740,Robertson County Schools,25,Coopertown Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
740,Robertson County Schools,26,Coopertown Middle School,2017,All Students,,,,,,,,,,,,,,,
740,Robertson County Schools,26,Coopertown Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
740,Robertson County Schools,26,Coopertown Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
740,Robertson County Schools,26,Coopertown Middle School,2017,English Learners,,,,,,,,,,,,,,,
740,Robertson County Schools,26,Coopertown Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
740,Robertson County Schools,28,East Robertson Elementary,2017,All Students,,,,,,,,,,,,,,,
740,Robertson County Schools,28,East Robertson Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
740,Robertson County Schools,28,East Robertson Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
740,Robertson County Schools,28,East Robertson Elementary,2017,English Learners,,,,,,,,,,,,,,,
740,Robertson County Schools,28,East Robertson Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
740,Robertson County Schools,32,East Robertson High School,2017,All Students,18.2,18.6,19.3,19.5,19,,53.3,23.3,34.2,23.3,14.2,,,,
740,Robertson County Schools,32,East Robertson High School,2017,Black/Hispanic/Native,15.6,17.5,15.9,16,16.4,,30,20,20,10,**,,,,
740,Robertson County Schools,32,East Robertson High School,2017,Economically Disadvantaged,15.4,17,15.6,18.2,16.7,,38.5,11.5,7.7,15.4,7.7,,,,
740,Robertson County Schools,32,East Robertson High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
740,Robertson County Schools,32,East Robertson High School,2017,Super Subgroup,15,16.6,15.6,17.6,16.3,,30,10,10,10,5,,,,
740,Robertson County Schools,32,East Robertson High School,2017,Students with Disabilities,12.4,15.4,14.2,16.1,14.6,,7.1,7.1,**,7.1,**,,,,
740,Robertson County Schools,35,Greenbrier Elementary,2017,All Students,,,,,,,,,,,,,,,
740,Robertson County Schools,35,Greenbrier Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
740,Robertson County Schools,35,Greenbrier Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
740,Robertson County Schools,35,Greenbrier Elementary,2017,English Learners,,,,,,,,,,,,,,,
740,Robertson County Schools,35,Greenbrier Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
740,Robertson County Schools,38,Greenbrier Middle School,2017,All Students,,,,,,,,,,,,,,,
740,Robertson County Schools,38,Greenbrier Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
740,Robertson County Schools,38,Greenbrier Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
740,Robertson County Schools,38,Greenbrier Middle School,2017,English Learners,,,,,,,,,,,,,,,
740,Robertson County Schools,38,Greenbrier Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
